Dataset name: Derived Data; Frequency: Daily; Reference area: United States; Derived data economic concept: Exchange rate USD against EUR; Derived data transformation: Level; Derived data suffix: BIS
,DD.D.US.USD_EUR.LEV.5B
,"United States, Exchange rate USD against EUR, Level - BIS"
Collection:,Average of observations through period (A)
Period\Unit:,[US dollar ]
1999-06-07,1.0316
1999-06-04,1.0315
1999-06-03,1.0382
1999-06-02,1.0382
1999-06-01,1.0434
1999-05-31,1.0456
1999-05-28,1.0479
1999-05-27,1.0473
1999-05-26,1.0535
1999-05-25,1.0627
1999-05-24,1.0585
1999-05-21,1.0572
1999-05-20,1.0639
1999-05-19,1.0634
1999-05-18,1.0690
1999-05-17,1.0685
1999-05-14,1.0676
1999-05-13,1.0622
1999-05-12,1.0645
1999-05-11,1.0732
1999-05-10,1.0735
1999-05-07,1.0786
1999-05-06,1.0799
1999-05-05,1.0667
1999-05-04,1.0564
1999-05-03,1.0589
1999-04-30,1.0597
1999-04-29,1.0604
1999-04-28,1.0666
1999-04-27,1.0630
1999-04-26,1.0614
1999-04-23,1.0634
1999-04-22,1.0581
1999-04-21,1.0586
1999-04-20,1.0646
1999-04-19,1.0636
1999-04-16,1.0668
1999-04-15,1.0786
1999-04-14,1.0787
1999-04-13,1.0765
1999-04-12,1.0867
1999-04-09,1.0778
1999-04-08,1.0818
1999-04-07,1.0812
1999-04-06,1.0726
1999-04-05,1.0752
1999-04-02,1.0772
1999-04-01,1.0772
1999-03-31,1.0742
1999-03-30,1.0711
1999-03-29,1.0692
1999-03-26,1.0815
1999-03-25,1.0898
1999-03-24,1.0928
1999-03-23,1.0896
1999-03-22,1.0864
1999-03-19,1.0915
1999-03-18,1.1012
1999-03-17,1.0966
1999-03-16,1.0901
1999-03-15,1.0949
1999-03-12,1.0932
1999-03-11,1.0891
1999-03-10,1.0953
1999-03-09,1.0863
1999-03-08,1.0908
1999-03-05,1.0834
1999-03-04,1.0866
1999-03-03,1.0899
1999-03-02,1.0887
1999-03-01,1.0986
1999-02-26,1.1018
1999-02-25,1.1031
1999-02-24,1.1037
1999-02-23,1.0969
1999-02-22,1.0992
1999-02-19,1.1163
1999-02-18,1.1232
1999-02-17,1.1253
1999-02-16,1.1176
1999-02-15,1.1238
1999-02-12,1.1244
1999-02-11,1.1312
1999-02-10,1.1342
1999-02-09,1.1333
1999-02-08,1.1246
1999-02-05,1.1292
1999-02-04,1.1263
1999-02-03,1.1337
1999-02-02,1.1337
1999-02-01,1.1338
1999-01-29,1.1384
1999-01-28,1.1410
1999-01-27,1.1529
1999-01-26,1.1582
1999-01-25,1.1584
1999-01-22,1.1567
1999-01-21,1.1572
1999-01-20,1.1575
1999-01-19,1.1616
1999-01-18,1.1612
1999-01-15,1.1626
1999-01-14,1.1653
1999-01-13,1.1744
1999-01-12,1.1520
1999-01-11,1.1569
1999-01-08,1.1659
1999-01-07,1.1632
1999-01-06,1.1743
1999-01-05,1.1790
1999-01-04,1.1789
1998-12-31,1.1668
1998-12-30,1.1723
1998-12-29,1.1700
1998-12-28,1.1654
1998-12-24,1.1661
1998-12-23,1.1701
1998-12-22,1.1711
1998-12-21,1.1754
1998-12-18,1.1795
1998-12-17,1.1763
1998-12-16,1.1765
1998-12-15,1.1816
1998-12-14,1.1848
1998-12-11,1.1816
1998-12-10,1.1772
1998-12-09,1.1719
1998-12-08,1.1694
1998-12-07,1.1663
1998-12-04,1.1682
1998-12-03,1.1670
1998-12-02,1.1660
1998-12-01,1.1634
1998-11-30,1.1517
1998-11-27,1.1507
1998-11-26,1.1508
1998-11-25,1.1535
1998-11-24,1.1481
1998-11-23,1.1478
1998-11-20,1.1605
1998-11-19,1.1694
1998-11-18,1.1744
1998-11-17,1.1747
1998-11-16,1.1737
1998-11-13,1.1606
1998-11-12,1.1606
1998-11-11,1.1625
1998-11-10,1.1624
1998-11-09,1.1667
1998-11-06,1.1776
1998-11-05,1.1771
1998-11-04,1.1711
1998-11-03,1.1753
1998-11-02,1.1837
1998-10-30,1.1840
1998-10-29,1.1853
1998-10-28,1.1842
1998-10-27,1.1778
1998-10-26,1.1846
1998-10-23,1.1919
1998-10-22,1.1849
1998-10-21,1.1927
1998-10-20,1.1976
1998-10-19,1.2063
1998-10-16,1.2118
1998-10-15,1.1982
1998-10-14,1.1936
1998-10-13,1.1905
1998-10-12,1.1861
1998-10-09,1.1971
1998-10-08,1.2121
1998-10-07,1.2111
1998-10-06,1.1913
1998-10-05,1.1960
1998-10-02,1.1969
1998-10-01,1.1887
1998-09-30,1.1716
1998-09-29,1.1730
1998-09-28,1.1678
1998-09-25,1.1787
1998-09-24,1.1684
1998-09-23,1.1587
1998-09-22,1.1596
1998-09-21,1.1678
1998-09-18,1.1589
1998-09-17,1.1695
1998-09-16,1.1563
1998-09-15,1.1627
1998-09-14,1.1526
1998-09-11,1.1631
1998-09-10,1.1525
1998-09-09,1.1306
1998-09-08,1.1361
1998-09-07,1.1440
1998-09-04,1.1299
1998-09-03,1.1408
1998-09-02,1.1223
1998-09-01,1.1260
1998-08-31,1.1142
1998-08-28,1.1013
1998-08-27,1.0919
1998-08-26,1.0920
1998-08-25,1.0973
1998-08-24,1.0981
1998-08-21,1.0956
1998-08-20,1.0979
1998-08-19,1.0936
1998-08-18,1.0945
1998-08-17,1.0947
1998-08-14,1.1003
1998-08-13,1.1014
1998-08-12,1.1096
1998-08-11,1.1042
1998-08-10,1.1054
1998-08-07,1.1109
1998-08-06,1.1118
1998-08-05,1.1116
1998-08-04,1.1043
1998-08-03,1.1024
1998-07-31,1.1072
1998-07-30,1.1152
1998-07-29,1.1111
1998-07-28,1.1044
1998-07-27,1.1082
1998-07-24,1.1055
1998-07-23,1.0998
1998-07-22,1.1018
1998-07-21,1.1034
1998-07-20,1.1062
1998-07-17,1.1026
1998-07-16,1.1013
1998-07-15,1.0954
1998-07-14,1.0946
1998-07-13,1.0898
1998-07-10,1.0858
1998-07-09,1.0804
1998-07-08,1.0861
1998-07-07,1.0884
1998-07-06,1.0911
1998-07-03,1.0880
1998-07-02,1.0860
1998-07-01,1.0902
1998-06-30,1.0959
1998-06-29,1.0933
1998-06-26,1.0986
1998-06-25,1.0989
1998-06-24,1.0977
1998-06-23,1.1007
1998-06-22,1.0992
1998-06-19,1.1031
1998-06-18,1.1065
1998-06-17,1.1061
1998-06-16,1.0969
1998-06-15,1.0873
1998-06-12,1.0909
1998-06-11,1.0963
1998-06-10,1.1043
1998-06-09,1.1074
1998-06-08,1.1085
1998-06-05,1.1109
1998-06-04,1.1119
1998-06-03,1.1097
1998-06-02,1.1056
1998-05-29,1.1038
1998-05-28,1.1019
1998-05-27,1.1161
1998-05-26,1.1110
1998-05-25,1.1139
1998-05-22,1.1155
1998-05-20,1.1064
1998-05-19,1.1039
1998-05-18,1.1013
1998-05-15,1.1050
1998-05-14,1.1070
1998-05-13,1.1058
1998-05-12,1.1093
1998-05-11,1.1099
1998-05-08,1.1102
1998-05-07,1.1175
1998-05-06,1.1133
1998-05-05,1.1139
1998-05-04,1.1063
1998-04-30,1.1005
1998-04-29,1.0978
1998-04-28,1.1018
1998-04-27,1.1018
1998-04-24,1.1001
1998-04-23,1.1022
1998-04-22,1.1019
1998-04-21,1.1031
1998-04-20,1.0948
1998-04-17,1.0974
1998-04-16,1.0938
1998-04-15,1.0972
1998-04-14,1.0905
1998-04-09,1.0869
1998-04-08,1.0812
1998-04-07,1.0770
1998-04-06,1.0773
1998-04-03,1.0701
1998-04-02,1.0727
1998-04-01,1.0732
1998-03-31,1.0762
1998-03-30,1.0826
1998-03-27,1.0884
1998-03-26,1.0853
1998-03-25,1.0826
1998-03-24,1.0847
1998-03-23,1.0839
1998-03-20,1.0807
1998-03-19,1.0830
1998-03-18,1.0865
1998-03-17,1.0871
1998-03-16,1.0871
1998-03-13,1.0845
1998-03-12,1.0809
1998-03-11,1.0775
1998-03-10,1.0804
1998-03-09,1.0818
1998-03-06,1.0792
1998-03-05,1.0917
1998-03-04,1.0883
1998-03-03,1.0888
1998-03-02,1.0940
1998-02-27,1.0900
1998-02-26,1.0869
1998-02-25,1.0938
1998-02-24,1.0967
1998-02-23,1.0871
1998-02-20,1.0859
1998-02-19,1.0860
1998-02-18,1.0829
1998-02-17,1.0860
1998-02-16,1.0863
1998-02-13,1.0827
1998-02-12,1.0885
1998-02-11,1.0833
1998-02-10,1.0889
1998-02-09,1.0885
1998-02-06,1.1003
1998-02-05,1.1002
1998-02-04,1.0908
1998-02-03,1.0853
1998-02-02,1.0789
1998-01-30,1.0835
1998-01-29,1.0918
1998-01-28,1.0930
1998-01-27,1.1044
1998-01-26,1.1083
1998-01-23,1.0995
1998-01-22,1.0950
1998-01-21,1.0792
1998-01-20,1.0761
1998-01-19,1.0753
1998-01-16,1.0795
1998-01-15,1.0830
1998-01-14,1.0818
1998-01-13,1.0865
1998-01-12,1.0869
1998-01-09,1.0845
1998-01-08,1.0821
1998-01-07,1.0817
1998-01-06,1.0833
1998-01-05,1.0905
1998-01-02,1.0963
1997-12-31,1.1042
1997-12-30,1.1032
1997-12-29,1.1121
1997-12-24,1.1144
1997-12-23,1.1119
1997-12-22,1.1095
1997-12-19,1.1141
1997-12-18,1.1128
1997-12-17,1.1174
1997-12-16,1.1060
1997-12-15,1.1111
1997-12-12,1.1175
1997-12-11,1.1105
1997-12-10,1.1081
1997-12-09,1.1046
1997-12-08,1.1061
1997-12-05,1.1149
1997-12-04,1.1162
1997-12-03,1.1172
1997-12-02,1.1173
1997-12-01,1.1141
1997-11-28,1.1213
1997-11-27,1.1204
1997-11-26,1.1258
1997-11-25,1.1339
1997-11-24,1.1390
1997-11-21,1.1300
1997-11-20,1.1421
1997-11-19,1.1399
1997-11-18,1.1417
1997-11-17,1.1353
1997-11-14,1.1411
1997-11-13,1.1451
1997-11-12,1.1525
1997-11-11,1.1555
1997-11-10,1.1466
1997-11-07,1.1558
1997-11-06,1.1436
1997-11-05,1.1398
1997-11-04,1.1454
1997-11-03,1.1325
1997-10-31,1.1428
1997-10-30,1.1477
1997-10-29,1.1327
1997-10-28,1.1418
1997-10-27,1.1185
1997-10-24,1.1076
1997-10-23,1.1117
1997-10-22,1.1056
1997-10-21,1.1077
1997-10-20,1.1108
1997-10-17,1.1166
1997-10-16,1.1241
1997-10-15,1.1211
1997-10-14,1.1202
1997-10-13,1.1207
1997-10-10,1.1248
1997-10-09,1.1267
1997-10-08,1.1182
1997-10-07,1.1224
1997-10-06,1.1169
1997-10-03,1.1059
1997-10-02,1.1122
1997-10-01,1.1108
1997-09-30,1.1130
1997-09-29,1.1155
1997-09-26,1.1173
1997-09-25,1.1096
1997-09-24,1.1114
1997-09-23,1.0976
1997-09-22,1.0979
1997-09-19,1.1062
1997-09-18,1.1116
1997-09-17,1.1086
1997-09-16,1.1075
1997-09-15,1.1175
1997-09-12,1.1038
1997-09-11,1.0965
1997-09-10,1.0900
1997-09-09,1.0859
1997-09-08,1.0904
1997-09-05,1.0845
1997-09-04,1.0806
1997-09-03,1.0821
1997-09-02,1.0826
1997-09-01,1.0879
1997-08-29,1.0970
1997-08-28,1.0928
1997-08-27,1.0901
1997-08-26,1.0964
1997-08-25,1.0815
1997-08-22,1.0861
1997-08-21,1.0687
1997-08-20,1.0677
1997-08-19,1.0770
1997-08-18,1.0830
1997-08-14,1.0726
1997-08-13,1.0686
1997-08-12,1.0609
1997-08-11,1.0637
1997-08-08,1.0602
1997-08-07,1.0527
1997-08-06,1.0492
1997-08-05,1.0559
1997-08-04,1.0599
1997-08-01,1.0706
1997-07-31,1.0805
1997-07-30,1.0735
1997-07-29,1.0793
1997-07-28,1.0754
1997-07-25,1.0810
1997-07-24,1.0825
1997-07-23,1.0865
1997-07-22,1.0943
1997-07-21,1.1031
1997-07-18,1.1005
1997-07-17,1.1028
1997-07-16,1.1053
1997-07-15,1.1043
1997-07-14,1.1061
1997-07-11,1.1230
1997-07-10,1.1262
1997-07-09,1.1222
1997-07-08,1.1263
1997-07-07,1.1313
1997-07-04,1.1274
1997-07-03,1.1258
1997-07-02,1.1263
1997-07-01,1.1296
1997-06-30,1.1300
1997-06-27,1.1363
1997-06-26,1.1390
1997-06-25,1.1412
1997-06-24,1.1411
1997-06-23,1.1406
1997-06-20,1.1372
1997-06-19,1.1350
1997-06-18,1.1369
1997-06-17,1.1319
1997-06-16,1.1336
1997-06-13,1.1344
1997-06-12,1.1368
1997-06-11,1.1414
1997-06-10,1.1426
1997-06-09,1.1421
1997-06-06,1.1277
1997-06-05,1.1346
1997-06-04,1.1340
1997-06-03,1.1363
1997-06-02,1.1367
1997-05-30,1.1491
1997-05-29,1.1492
1997-05-28,1.1498
1997-05-27,1.1516
1997-05-26,1.1580
1997-05-23,1.1552
1997-05-22,1.1565
1997-05-21,1.1607
1997-05-20,1.1543
1997-05-16,1.1528
1997-05-15,1.1581
1997-05-14,1.1479
1997-05-13,1.1499
1997-05-12,1.1526
1997-05-09,1.1496
1997-05-07,1.1405
1997-05-06,1.1336
1997-05-05,1.1331
1997-05-02,1.1351
1997-04-30,1.1349
1997-04-29,1.1318
1997-04-28,1.1322
1997-04-25,1.1405
1997-04-24,1.1391
1997-04-23,1.1421
1997-04-22,1.1468
1997-04-21,1.1487
1997-04-18,1.1418
1997-04-17,1.1363
1997-04-16,1.1367
1997-04-15,1.1334
1997-04-14,1.1388
1997-04-11,1.1374
1997-04-10,1.1422
1997-04-09,1.1407
1997-04-08,1.1425
1997-04-07,1.1501
1997-04-04,1.1668
1997-04-03,1.1687
1997-04-02,1.1686
1997-04-01,1.1704
1997-03-27,1.1617
1997-03-26,1.1540
1997-03-25,1.1562
1997-03-24,1.1533
1997-03-21,1.1515
1997-03-20,1.1610
1997-03-19,1.1567
1997-03-18,1.1545
1997-03-17,1.1538
1997-03-14,1.1433
1997-03-13,1.1508
1997-03-12,1.1444
1997-03-11,1.1444
1997-03-10,1.1443
1997-03-07,1.1395
1997-03-06,1.1379
1997-03-05,1.1408
1997-03-04,1.1440
1997-03-03,1.1532
1997-02-28,1.1546
1997-02-27,1.1559
1997-02-26,1.1671
1997-02-25,1.1657
1997-02-24,1.1650
1997-02-21,1.1595
1997-02-20,1.1576
1997-02-19,1.1534
1997-02-18,1.1477
1997-02-17,1.1540
1997-02-14,1.1594
1997-02-13,1.1626
1997-02-12,1.1616
1997-02-11,1.1695
1997-02-10,1.1794
1997-02-07,1.1728
1997-02-06,1.1817
1997-02-05,1.1806
1997-02-04,1.1852
1997-02-03,1.1818
1997-01-31,1.1895
1997-01-30,1.1882
1997-01-29,1.1863
1997-01-28,1.1795
1997-01-27,1.1909
1997-01-24,1.1972
1997-01-23,1.1895
1997-01-22,1.1919
1997-01-21,1.2042
1997-01-20,1.2051
1997-01-17,1.2187
1997-01-16,1.2241
1997-01-15,1.2216
1997-01-14,1.2292
1997-01-13,1.2282
1997-01-10,1.2360
1997-01-09,1.2369
1997-01-08,1.2387
1997-01-07,1.2460
1997-01-06,1.2429
1997-01-03,1.2539
1997-01-02,1.2583
1996-12-31,1.2530
1996-12-30,1.2490
1996-12-27,1.2486
1996-12-24,1.2493
1996-12-23,1.2510
1996-12-20,1.2473
1996-12-19,1.2481
1996-12-18,1.2506
1996-12-17,1.2524
1996-12-16,1.2476
1996-12-13,1.2586
1996-12-12,1.2536
1996-12-11,1.2548
1996-12-10,1.2475
1996-12-09,1.2476
1996-12-06,1.2620
1996-12-05,1.2420
1996-12-04,1.2426
1996-12-03,1.2419
1996-12-02,1.2578
1996-11-29,1.2626
1996-11-28,1.2640
1996-11-27,1.2697
1996-11-26,1.2664
1996-11-25,1.2781
1996-11-22,1.2866
1996-11-21,1.2864
1996-11-20,1.2873
1996-11-19,1.2844
1996-11-18,1.2813
1996-11-15,1.2808
1996-11-14,1.2812
1996-11-13,1.2797
1996-11-12,1.2837
1996-11-11,1.2804
1996-11-08,1.2771
1996-11-07,1.2782
1996-11-06,1.2699
1996-11-05,1.2740
1996-11-04,1.2734
1996-11-01,1.2699
1996-10-31,1.2734
1996-10-30,1.2759
1996-10-29,1.2723
1996-10-28,1.2650
1996-10-25,1.2622
1996-10-24,1.2622
1996-10-23,1.2636
1996-10-22,1.2552
1996-10-21,1.2523
1996-10-18,1.2488
1996-10-17,1.2503
1996-10-16,1.2498
1996-10-15,1.2505
1996-10-14,1.2560
1996-10-11,1.2571
1996-10-10,1.2544
1996-10-09,1.2556
1996-10-08,1.2584
1996-10-07,1.2548
1996-10-04,1.2542
1996-10-03,1.2545
1996-10-02,1.2586
1996-10-01,1.2583
1996-09-30,1.2559
1996-09-27,1.2581
1996-09-26,1.2595
1996-09-25,1.2694
1996-09-24,1.2654
1996-09-23,1.2627
1996-09-20,1.2625
1996-09-19,1.2664
1996-09-18,1.2645
1996-09-17,1.2646
1996-09-16,1.2635
1996-09-13,1.2637
1996-09-12,1.2628
1996-09-11,1.2662
1996-09-10,1.2703
1996-09-09,1.2798
1996-09-06,1.2831
1996-09-05,1.2848
1996-09-04,1.2823
1996-09-03,1.2806
1996-09-02,1.2841
1996-08-30,1.2835
1996-08-29,1.2867
1996-08-28,1.2867
1996-08-27,1.2888
1996-08-26,1.2875
1996-08-23,1.2806
1996-08-22,1.2757
1996-08-21,1.2822
1996-08-20,1.2772
1996-08-19,1.2779
1996-08-16,1.2772
1996-08-14,1.2816
1996-08-13,1.2856
1996-08-12,1.2864
1996-08-09,1.2842
1996-08-08,1.2802
1996-08-07,1.2813
1996-08-06,1.2813
1996-08-05,1.2884
1996-08-02,1.2852
1996-08-01,1.2902
1996-07-31,1.2940
1996-07-30,1.2875
1996-07-29,1.2848
1996-07-26,1.2847
1996-07-25,1.2910
1996-07-24,1.2834
1996-07-23,1.2851
1996-07-22,1.2805
1996-07-19,1.2783
1996-07-18,1.2770
1996-07-17,1.2821
1996-07-16,1.2715
1996-07-15,1.2562
1996-07-12,1.2606
1996-07-11,1.2555
1996-07-10,1.2565
1996-07-09,1.2569
1996-07-08,1.2539
1996-07-05,1.2570
1996-07-04,1.2607
1996-07-03,1.2542
1996-07-02,1.2552
1996-07-01,1.2580
1996-06-28,1.2572
1996-06-27,1.2573
1996-06-26,1.2524
1996-06-25,1.2487
1996-06-24,1.2491
1996-06-21,1.2529
1996-06-20,1.2557
1996-06-19,1.2589
1996-06-18,1.2621
1996-06-17,1.2596
1996-06-14,1.2556
1996-06-13,1.2466
1996-06-12,1.2460
1996-06-11,1.2476
1996-06-10,1.2458
1996-06-07,1.2527
1996-06-06,1.2535
1996-06-05,1.2494
1996-06-04,1.2520
1996-06-03,1.2552
1996-05-31,1.2484
1996-05-30,1.2520
1996-05-29,1.2375
1996-05-28,1.2376
1996-05-24,1.2397
1996-05-23,1.2388
1996-05-22,1.2408
1996-05-21,1.2414
1996-05-20,1.2449
1996-05-17,1.2478
1996-05-15,1.2457
1996-05-14,1.2455
1996-05-13,1.2474
1996-05-10,1.2587
1996-05-09,1.2589
1996-05-08,1.2533
1996-05-07,1.2522
1996-05-06,1.2519
1996-05-03,1.2491
1996-05-02,1.2422
1996-04-30,1.2496
1996-04-29,1.2566
1996-04-26,1.2470
1996-04-25,1.2507
1996-04-24,1.2549
1996-04-23,1.2560
1996-04-22,1.2575
1996-04-19,1.2681
1996-04-18,1.2611
1996-04-17,1.2612
1996-04-16,1.2612
1996-04-15,1.2596
1996-04-12,1.2662
1996-04-11,1.2657
1996-04-10,1.2677
1996-04-09,1.2741
1996-04-04,1.2805
1996-04-03,1.2810
1996-04-02,1.2800
1996-04-01,1.2794
1996-03-29,1.2835
1996-03-28,1.2815
1996-03-27,1.2747
1996-03-26,1.2822
1996-03-25,1.2822
1996-03-22,1.2803
1996-03-21,1.2826
1996-03-20,1.2854
1996-03-19,1.2806
1996-03-18,1.2843
1996-03-15,1.2840
1996-03-14,1.2856
1996-03-13,1.2853
1996-03-12,1.2762
1996-03-11,1.2774
1996-03-08,1.2800
1996-03-07,1.2772
1996-03-06,1.2815
1996-03-05,1.2801
1996-03-04,1.2842
1996-03-01,1.2796
1996-02-29,1.2852
1996-02-28,1.2975
1996-02-27,1.3007
1996-02-26,1.3040
1996-02-23,1.2961
1996-02-22,1.2990
1996-02-21,1.2959
1996-02-20,1.2981
1996-02-19,1.3041
1996-02-16,1.2885
1996-02-15,1.2861
1996-02-14,1.2849
1996-02-13,1.2809
1996-02-12,1.2820
1996-02-09,1.2845
1996-02-08,1.2805
1996-02-07,1.2815
1996-02-06,1.2863
1996-02-05,1.2813
1996-02-02,1.2717
1996-02-01,1.2719
1996-01-31,1.2667
1996-01-30,1.2692
1996-01-29,1.2651
1996-01-26,1.2689
1996-01-25,1.2779
1996-01-24,1.2712
1996-01-23,1.2801
1996-01-22,1.2764
1996-01-19,1.2807
1996-01-18,1.2862
1996-01-17,1.2919
1996-01-16,1.2966
1996-01-15,1.3057
1996-01-12,1.3052
1996-01-11,1.3121
1996-01-10,1.3102
1996-01-09,1.3058
1996-01-08,1.3098
1996-01-05,1.3079
1996-01-04,1.3038
1996-01-03,1.3113
1996-01-02,1.3176
1995-12-29,1.3142
1995-12-28,1.3140
1995-12-27,1.3117
1995-12-22,1.3045
1995-12-21,1.3061
1995-12-20,1.3044
1995-12-19,1.3090
1995-12-18,1.3068
1995-12-15,1.3021
1995-12-14,1.2982
1995-12-13,1.2945
1995-12-12,1.2990
1995-12-11,1.3013
1995-12-08,1.2979
1995-12-07,1.3045
1995-12-06,1.3049
1995-12-05,1.3076
1995-12-04,1.3054
1995-12-01,1.2960
1995-11-30,1.3059
1995-11-29,1.3078
1995-11-28,1.3107
1995-11-27,1.3168
1995-11-24,1.3255
1995-11-23,1.3276
1995-11-22,1.3292
1995-11-21,1.3284
1995-11-20,1.3233
1995-11-17,1.3344
1995-11-16,1.3321
1995-11-15,1.3338
1995-11-14,1.3218
1995-11-13,1.3290
1995-11-10,1.3282
1995-11-09,1.3212
1995-11-08,1.3265
1995-11-07,1.3250
1995-11-06,1.3280
1995-11-03,1.3202
1995-11-02,1.3219
1995-11-01,1.3265
1995-10-31,1.3269
1995-10-30,1.3284
1995-10-27,1.3409
1995-10-26,1.3338
1995-10-25,1.3335
1995-10-24,1.3394
1995-10-23,1.3392
1995-10-20,1.3266
1995-10-19,1.3198
1995-10-18,1.3149
1995-10-17,1.3167
1995-10-16,1.3192
1995-10-13,1.3149
1995-10-12,1.3183
1995-10-11,1.3143
1995-10-10,1.3184
1995-10-09,1.3215
1995-10-06,1.3193
1995-10-05,1.3105
1995-10-04,1.3090
1995-10-03,1.3099
1995-10-02,1.3122
1995-09-29,1.3185
1995-09-28,1.3205
1995-09-27,1.3146
1995-09-26,1.3067
1995-09-25,1.3151
1995-09-22,1.3158
1995-09-21,1.2993
1995-09-20,1.2753
1995-09-19,1.2702
1995-09-18,1.2711
1995-09-15,1.2685
1995-09-14,1.2712
1995-09-13,1.2734
1995-09-12,1.2796
1995-09-11,1.2834
1995-09-08,1.2717
1995-09-07,1.2767
1995-09-06,1.2761
1995-09-05,1.2849
1995-09-04,1.2893
1995-09-01,1.2831
1995-08-31,1.2864
1995-08-30,1.2766
1995-08-29,1.2830
1995-08-28,1.2894
1995-08-25,1.2789
1995-08-24,1.2661
1995-08-23,1.2745
1995-08-22,1.2724
1995-08-21,1.2807
1995-08-18,1.2802
1995-08-17,1.2722
1995-08-16,1.2810
1995-08-15,1.3014
1995-08-14,1.3127
1995-08-11,1.3142
1995-08-10,1.3326
1995-08-09,1.3335
1995-08-08,1.3331
1995-08-07,1.3411
1995-08-04,1.3440
1995-08-03,1.3466
1995-08-02,1.3498
1995-08-01,1.3512
1995-07-31,1.3573
1995-07-28,1.3510
1995-07-27,1.3503
1995-07-26,1.3436
1995-07-25,1.3490
1995-07-24,1.3500
1995-07-21,1.3470
1995-07-20,1.3522
1995-07-19,1.3458
1995-07-18,1.3421
1995-07-17,1.3391
1995-07-14,1.3451
1995-07-13,1.3319
1995-07-12,1.3320
1995-07-11,1.3333
1995-07-10,1.3389
1995-07-07,1.3465
1995-07-06,1.3478
1995-07-05,1.3448
1995-07-04,1.3475
1995-07-03,1.3462
1995-06-30,1.3430
1995-06-29,1.3361
1995-06-28,1.3394
1995-06-27,1.3435
1995-06-26,1.3434
1995-06-23,1.3370
1995-06-22,1.3460
1995-06-21,1.3381
1995-06-20,1.3380
1995-06-19,1.3341
1995-06-16,1.3280
1995-06-15,1.3248
1995-06-14,1.3280
1995-06-13,1.3319
1995-06-12,1.3263
1995-06-09,1.3306
1995-06-08,1.3191
1995-06-07,1.3226
1995-06-06,1.3209
1995-06-02,1.3236
1995-06-01,1.3059
1995-05-31,1.3432
1995-05-30,1.3398
1995-05-29,1.3402
1995-05-26,1.3439
1995-05-24,1.2883
1995-05-23,1.2939
1995-05-22,1.2874
1995-05-19,1.2950
1995-05-18,1.2893
1995-05-17,1.2998
1995-05-16,1.2898
1995-05-15,1.2967
1995-05-12,1.2969
1995-05-11,1.3209
1995-05-10,1.3443
1995-05-09,1.3507
1995-05-08,1.3540
1995-05-05,1.3472
1995-05-04,1.3463
1995-05-03,1.3447
1995-05-02,1.3423
1995-04-28,1.3392
1995-04-27,1.3434
1995-04-26,1.3388
1995-04-25,1.3534
1995-04-24,1.3522
1995-04-21,1.3364
1995-04-20,1.3463
1995-04-19,1.3542
1995-04-18,1.3558
1995-04-13,1.3296
1995-04-12,1.3265
1995-04-11,1.3205
1995-04-10,1.3270
1995-04-07,1.3458
1995-04-06,1.3451
1995-04-05,1.3481
1995-04-04,1.3387
1995-04-03,1.3447
1995-03-31,1.3394
1995-03-30,1.3180
1995-03-29,1.3390
1995-03-28,1.3230
1995-03-27,1.3117
1995-03-24,1.3150
1995-03-23,1.3186
1995-03-22,1.3107
1995-03-21,1.3192
1995-03-20,1.3150
1995-03-17,1.3247
1995-03-16,1.3330
1995-03-15,1.3115
1995-03-14,1.3123
1995-03-13,1.3143
1995-03-10,1.3085
1995-03-09,1.3269
1995-03-08,1.3395
1995-03-07,1.3303
1995-03-06,1.3288
1995-03-03,1.2919
1995-03-02,1.2823
1995-03-01,1.2790
1995-02-28,1.2791
1995-02-27,1.2827
1995-02-24,1.2786
1995-02-23,1.2772
1995-02-22,1.2738
1995-02-21,1.2756
1995-02-20,1.2789
1995-02-17,1.2710
1995-02-16,1.2653
1995-02-15,1.2554
1995-02-14,1.2464
1995-02-13,1.2491
1995-02-10,1.2407
1995-02-09,1.2401
1995-02-08,1.2385
1995-02-07,1.2390
1995-02-06,1.2391
1995-02-03,1.2486
1995-02-02,1.2503
1995-02-01,1.2446
1995-01-31,1.2558
1995-01-30,1.2538
1995-01-27,1.2513
1995-01-26,1.2525
1995-01-25,1.2607
1995-01-24,1.2583
1995-01-23,1.2547
1995-01-20,1.2535
1995-01-19,1.2390
1995-01-18,1.2438
1995-01-17,1.2426
1995-01-16,1.2385
1995-01-13,1.2375
1995-01-12,1.2360
1995-01-11,1.2359
1995-01-10,1.2358
1995-01-09,1.2220
1995-01-06,1.2283
1995-01-05,1.2264
1995-01-04,1.2235
1995-01-03,1.2248
1995-01-02,1.2232
1994-12-30,1.2300
1994-12-29,1.2245
1994-12-28,1.2112
1994-12-27,1.2104
1994-12-23,1.2111
1994-12-22,1.2090
1994-12-21,1.2153
1994-12-20,1.2153
1994-12-19,1.2122
1994-12-16,1.2165
1994-12-15,1.2156
1994-12-14,1.2149
1994-12-13,1.2139
1994-12-12,1.2133
1994-12-09,1.2119
1994-12-08,1.2143
1994-12-07,1.2206
1994-12-06,1.2202
1994-12-05,1.2149
1994-12-02,1.2162
1994-12-01,1.2214
1994-11-30,1.2193
1994-11-29,1.2249
1994-11-28,1.2219
1994-11-25,1.2269
1994-11-24,1.2274
1994-11-23,1.2349
1994-11-22,1.2333
1994-11-21,1.2265
1994-11-18,1.2301
